day,VIX,blank,AAPL,MSFT,AMZN,NVDA,GOOGL,META,TSLA,UNH,JNJ,JPM,XOM,AVGO,PG,MA,ADBE,MRK,CVX,ABBV,CRM,PEP,KO,WMT,BAC,ACN,NFLX,MCD,LIN,CSCO,AMD,TMO,INTC,ORCL,ABT,CMCSA,PFE,DIS,WFC,VZ,INTU,PM,AMGN,QCOM,NOW,TXN,COP,UNP,NKE,GE,BA,HON,CAT,AMAT,RTX,T,NEE,LOW,ELV,UPS,ISRG,PLD,MDT,BLK,ROST,RCL,SPGI,SBAC,SLB,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,SNA,SO,LUV,SWK,SBUX,STT,SRCL,AIG,ALB,AMT,APA,APD,AVB,AVY,BAX,BDX,BEN,BIIB,BKNG,BMY,BSX,CCI,CLX,CMA,CMG,CMI,CMS,CNC,CNP,COP,COST,CPRT,CRL,CSX,CTAS,CVS,DHI,DHR,DLR,DOV,DOW,DPZ,DTE,DUK,EMR,EOG,EQIX,EQR,ES,EXC,FANG,FAST,FCX,FIS,FL,FLIR,FMC,FOXA,GILD,GIS,GLW,GM,GOOG,GS,GT,HAL,HAS,HBAN,HCA,HD,HES,HFC,HIG,HII,HOG,HON,HP,HPE,HRL,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IR,IRM,ISRG
9/11/2020,26.87,,112,204.03,155.811,12.1645,75.788,266.61,124.24,301.48,147.78,101.07,36.9,35.97,138.14,330.15,471.35,80.5539,77.69,89.7,243.1,135.81,51.06,45.5667,25.5,234.77,482.03,218,250.17,39.88,76.34,431.13,49.28,57,104.7,44.67,34.1925,131.75,24.27,59.79,315,81.23,243.21,113.42,445.9,136.37,33.11,195.94,118,29.6237,160.23,,153.83,55,60.65,21.8885,69.5375,161.89,258.03,158.87,234.18,100.21,104.77,541.2,90.22,69.34,348.79,304.57,17.87,46.54,39.23,58.9,236.247,17.78,64.15,136.15,47.4651,147.82,51.76,38.95,159.01,85.27,64.91,,28.4,94.96,249.79,11.885,300.32,149.87,119.79,83.1,229.871,20.23,266.51,1783.74,58.99,40.29,158.59,214,39.62,25.949,207.91,60.91,56.44,19.45,33.11,339.13,25.5025,217.51,25.7233,80.238,57.4,71.39,181.5947,145.6,112.8,49.85,394.68,100.7746,83.03,67.92,39.05,747.79,54.67,82.16,25.5492,29.62,22.015,16.27,144.23,34.2,,108.56,28.14,65.58,58.54,31.94,30.46,76.036,200.92,9.45,14.27,78.65,9.68,134,276.33,43.25,20.95,38.64,147.4,27.76,166.45,14.95,9.24,49.83,145.5,391.36,116.0142,98.23,364.82,181.12,121.03,340.074,88,49.28,315,36.8529,17.3,35.98,29.82,234.18
9/10/2020,29.71,,113.49,205.37,158.756,12.3118,76.303,268.09,123.78,304.6,146.91,99.83,37,35.708,136.7,332.88,476.26,79.6862,78.15,89.65,247.8,134.76,50,45.6033,25.14,233.65,480.67,217.24,247.29,39.57,78.98,419.73,48.96,57.33,104,44.02,33.7944,133.22,23.95,59.53,320.39,80.41,240.64,112.44,452.98,137.19,32.92,193.08,114.79,29.8726,157.69,,149.86,55.12,59.52,21.8206,69.2275,158.33,260.84,157.89,235.2,100.01,104.78,543.31,90.71,70.14,344.48,303.38,17.71,45.93,38.84,59.06,234.22,17.65,66.19,135.23,47.7833,147.71,51.56,38.94,157.24,84.88,64.23,,28.16,93.5,248.38,12.01,295.23,152.52,116.04,83.13,228.311,20.07,272.51,1816.59,58.29,40.97,158.76,214.97,39.2,26.17,207.16,60.8,57.1,19.45,32.92,339.53,25.4875,214.96,25.2733,79.37,58,69.73,180.0169,145.63,110.88,48.7,388.97,100.3321,82,67.51,38,742.87,55.81,83.34,25.5563,30.08,21.98,15.77,145.86,33.13,,107.76,28.19,63.77,58.49,31.88,30.17,76.601,200.01,9.42,14.28,78.57,9.58,134.67,272.7,43.52,20.55,38.9,137.83,28.24,164.27,14.55,9.22,49.72,145.15,393.37,115.1546,98.25,367.76,177.4,120.36,336.361,88.26,48.96,320.39,35.9533,16.94,35.03,29.8,235.2
9/9/2020,28.81,,117.32,211.29,163.431,12.715,77.362,273.72,122.0933,312.02,149.7,100.87,37.95,36.003,138.15,339.64,479.46,80.9353,80.03,91.63,250.43,137.11,50.19,46.63,25.51,238.91,500.19,215.71,251.15,40.13,81.91,418.32,49.62,56.95,105.81,44.6,34.2968,133.36,23.84,60.04,328.21,80.47,245.57,114.02,458.2,139.68,34.46,192.86,114.9,30.6692,160.78,,152.69,55.2,59.58,22.1678,70.5925,159.53,267.42,159.8,239.827,100.98,106.66,560.18,93.47,70.11,351.78,313.36,18.61,46.23,39.24,60.475,231.477,17.99,68.86,137.61,50.2016,150.45,52.85,39.22,157.6,85.86,65.79,,29.15,95.42,252.42,13.15,303.27,156.34,116.35,82.86,229.667,20.4,268.9,1871.07,59.08,41.53,161.29,220,39.7,26.421,212.07,61.69,57.35,19.53,34.46,346.43,25.76,209.89,25.5533,81.483,59.53,70.07,178.9976,147.58,111.51,49.23,382.07,101.8551,82.59,68.7,41.86,753.42,56.84,85.79,26.1482,32.185,22.615,16.14,148.5,33.66,,107.91,28.2,64.51,59.98,33.07,31.95,77.848,202.22,9.5,15.06,78.37,9.79,133.81,277.04,46.95,21.46,39.48,141.35,28.84,165.75,14.93,9.46,50.67,147.72,408.22,116.7784,101.21,374.16,179.69,122,337.226,91.51,49.62,328.21,36.2563,17.2,35.42,30.07,239.827
9/8/2020,31.46,,112.82,202.66,157.492,11.913,76.18,271.16,110.07,307.25,147.26,99.92,38.18,35.054,135.94,329.88,462.13,79.4573,78.97,90.22,241.27,135.55,49.81,46.15,25.48,232.65,507.02,213.58,243.05,40,78.69,405.3,48.91,55.32,102.84,43.81,34.0598,134.2,23.97,59.96,320.82,79.03,241.18,109.77,443.14,136.04,34.06,188.66,112.72,30.5696,161.08,,148.52,55.63,59.25,22.2734,69.4775,153.74,267.21,156.45,231.39,98.8,104.58,552.54,93.59,71.51,340.66,305.79,18.38,45.69,38.5,59.545,223.1,17.91,70.05,130.84,49.9047,147.67,52.85,40.5,155.6,85.41,65.55,,28.89,93.14,246.81,13.04,294.52,158.46,114.06,81.29,228.194,20.56,276,1891.6,58.53,40.92,158.5,213,39.94,25.995,204.06,60.5,57.16,19.37,34.06,338.86,25.3925,202.95,25.0867,79.695,59.53,68.01,173.8654,144.31,108.14,47.93,376.32,100.4682,80.73,67.76,40.83,741.05,57.39,85.26,25.9699,31.99,21.855,15.72,145.7,32.73,,105.64,27.69,64.14,59.52,31.76,32.38,76.62,202.48,9.54,14.81,78.09,9.715,132.53,269.26,45.7,21.85,39.55,141.76,28.06,164.27,15.14,9.43,50.25,145.52,405.37,115.7754,98.82,364.19,176.01,121.63,331.347,89.73,48.91,320.82,35.3284,17.47,34.47,30.1,231.39
9/4/2020,30.75,,120.96,214.25,164.731,12.6225,79.061,282.73,139.44,312,148.59,103.52,39.08,36.295,137.96,335.01,491.94,81.2786,81.93,91.87,254.7,138.76,51.04,47.61,26.54,236.07,516.05,211.73,247.7,40.82,82.01,409.98,50.08,55.73,104.16,44.43,34.4674,131.99,24.79,60.48,333.11,79.15,248.4,115.97,450.35,140.47,35.86,191.14,112.4,31.9637,171.05,,148.18,60.96,61.17,22.2055,69.33,156.39,276.22,160.78,245.093,100.76,105.74,564.63,93.32,71.95,345.18,300.29,19.31,47.01,39.78,60.445,226.54,19.28,70.24,139.01,52.1745,151.22,52.29,39.39,160.13,86.27,68.35,,29.8,94.72,249.98,14.6,298.43,162.1,119.08,82.3,228.214,21.3,276.15,1917.74,59.95,41.48,160.59,212.52,41.47,26.275,204.36,61.66,59.67,19.87,35.86,346.57,25.8725,204.64,25.17,82.778,60.24,68.23,174.2465,145.18,109.62,48.6,381.81,101.0894,80.97,69.54,43.14,752.18,58.11,86.08,26.4477,35.53,23.135,16.02,148,32.27,,108.48,27.66,66.01,63.15,32.05,30,79.552,210.94,9.59,15.99,79.055,9.935,137.05,269.66,47.15,22.82,40.94,147.51,27.65,166.69,16.02,9.59,51.08,148.8,413.19,116.8166,100.08,370.66,177.62,123.12,332.746,90.49,50.08,333.11,36.957,17.84,35.31,30.16,245.093
9/3/2020,33.6,,120.88,217.3,168.4,13.0155,81.476,291.12,135.6667,316.23,149.55,101.33,39.11,35.209,138.26,343.84,507.8,81.5169,82.28,91.87,265.01,139.37,50.48,48.18,25.66,238.98,525.75,213.8,250.45,40.95,82.54,419.67,50.39,57.1,105.53,44.44,34.5053,133.24,24.52,60.61,339.63,79.32,247.91,116.43,468.84,141.67,35.99,190.55,112.85,31.4658,168.77,,146.76,61.46,60.86,22.3338,70.1475,161.52,277,158.02,247.203,101.61,106.15,579.12,93.79,70.2,353.69,306.77,19.12,47.09,39.78,61.36,226.28,17.87,68,139.91,51.1562,151.3,52.6,38.74,160.53,86.48,67.4,,29.4,93.18,252.32,14.39,297.18,160.32,119.08,83.47,229.169,21.52,285.6,1945.45,60.05,41.49,161.71,216.72,40.44,26.575,204.56,61.91,60.23,20.15,35.99,348.3,25.735,207.91,25.2167,82.675,60.45,70.56,178.0846,148.16,109.75,48.39,397.5,101.3531,81.14,68.74,43.13,762.45,57.4,86.08,26.5903,35.77,23.51,15.56,150.9,31.85,,109.43,27.35,65.91,62.97,31.9,29.48,82.092,207.56,9.57,16.12,80.01,9.65,136.6,274.63,46.41,23.53,41.03,150.12,28.35,166.3,16.09,9.52,50.99,148.36,421.28,118.8702,103.22,381.28,180.15,123.88,336.76,91.57,50.39,339.63,36.3037,17.86,35.39,30.29,247.203
9/2/2020,26.57,,131.4,231.65,176.573,14.3465,85.87,302.5,149.1233,320.24,153.83,101.65,39.19,37.501,140.51,360.7,533.8,82.89,83.19,93.95,276.69,143.29,51.19,49.2267,26.02,247.18,552.84,216.23,260.23,42.42,90.22,441.06,52.25,59.03,109.44,45.17,35.2637,135.39,24.57,60.53,354.18,79.98,258.12,123.18,499.69,147.64,36.38,196.28,116.8,32.0633,174.78,,149.27,65.08,62,22.4168,72.065,170.49,279.97,165.78,255.037,104.58,108.78,608,94.56,68.37,378.41,314.17,18.77,48.59,40.83,62.275,233.053,18.59,67.84,153.29,51.4214,155.16,53.21,39.17,166.25,88.35,69.88,,29.83,99.65,256.5,14.42,310.31,161.3,121.16,85.91,240.02,21.77,279.75,1948.73,61.6,42.23,166.28,223.74,40.18,27.581,212.84,61.76,61.98,20.45,36.38,358.86,26.2,220.11,25.8933,85.595,60.91,72.89,186.1153,155,113.4,49.22,403.6,102.4933,81.47,70.7,43.7,799.61,57.69,86.47,27.1179,36.32,24.835,16.27,155.76,32.41,,112.26,27.88,66.79,64.5,33.7,30.96,86.414,210.04,9.82,16.25,82.56,9.69,138.17,287.2,45.89,23.53,41.56,151.35,29.24,172.47,16.44,9.83,51.33,149.42,427.77,122.4329,106.33,406.31,184.17,125.96,354.263,95.44,52.25,354.18,36.7771,17.95,36.1,30.5,255.037
9/1/2020,26.12,,134.18,227.27,174.956,13.821,82.754,295.44,158.35,312.83,151.52,100.14,39.43,35.954,138.18,356.9,527.95,80.5062,83.08,92.24,281.25,139.19,49.12,49.1967,25.71,240.02,556.55,212.69,256.94,42.03,92.18,433.73,50.79,57.66,106.55,45.05,34.9604,133.55,24.05,59.16,347.18,79.04,250.86,122.01,497.19,144.96,37.16,195.8,114.84,30.8186,172.1,,146.05,61.89,60.68,22.2432,69.2825,167.59,273.08,162.65,247.19,101.5,107.52,596.24,91.27,68.51,368.39,306.62,18.63,47.07,40.26,61.125,228.68,18.24,67.2,146.46,50.0425,151.33,51.81,37.91,165.34,86.05,68.58,,29.15,97.39,248.03,14.94,302.73,158.2,117.66,85.55,234.805,21.02,287.64,1928.86,60.97,41.47,162.1,220.09,39.89,27.444,211.06,60.22,61.37,20,37.16,351.38,26.005,216.05,26.0133,83.828,60.28,73.36,184.7059,153.56,111.42,47.27,410.15,100.2215,79.21,70.13,45.21,789.8,56.78,83.66,25.9057,38.48,24.745,16.18,152.35,30.74,,110.15,27.44,65.83,63.12,32.85,29.79,83.036,205.46,9.67,16.23,81.9,9.44,134.2,285.94,45.94,23.96,41.04,150.33,28.05,167.97,16.75,9.47,50.69,148.42,414.85,117.8672,106.52,398.49,182.08,124.74,338.043,92.97,50.79,347.18,35.5272,17.74,36.21,29.94,247.19
8/31/2020,26.41,,129.04,225.53,172.548,13.3745,81.477,293.2,166.1067,312.55,153.41,100.19,39.94,34.715,138.33,358.19,513.39,81.3072,83.93,95.77,272.65,140.06,49.53,46.2833,25.74,239.93,529.56,213.52,249.74,42.22,90.82,428.98,50.95,57.22,109.47,44.81,35.823,131.87,24.15,59.27,345.39,79.79,253.32,119.1,482.02,142.15,37.89,192.44,111.89,31.5654,171.82,,142.31,61.6,61,22.4999,69.7925,164.69,281.52,163.62,243.613,101.86,107.47,594.19,91.08,68.84,366.42,306.07,19.01,47.99,39.3,61.825,223.683,17.27,67.85,144.85,49.5971,148.27,52.18,37.58,161.3,84.47,68.09,,29.14,91.01,249.15,14.8,292.26,158.06,115.39,87.07,236.686,21.06,281.46,1910.45,62.2,41.02,163.25,223.5,39.53,26.206,207.25,60.49,61.32,20.07,37.89,347.66,25.83,218.95,25.4867,83.31,62.12,71.37,183.0129,155.65,109.84,45.12,408.96,100.9703,80.34,69.47,45.34,789.78,56.45,85.71,26.3193,38.96,24.43,15.61,150.85,30.33,,106.86,27.86,66.75,63.95,32.46,29.63,81.709,204.87,9.595,16.18,78.94,9.41,135.72,285.04,46.04,23.87,40.45,151.52,27.71,165.55,16.48,9.67,50.98,148.64,415.17,117.7813,106.23,391.06,180.23,123.79,347.159,96.35,50.95,345.39,34.3436,17.76,35.06,30.09,243.613
8/28/2020,22.96,,124.808,228.91,170.09,13.1477,81.972,293.66,147.56,314.37,153.64,102.77,40.69,34.482,138.77,366.12,516.44,81.6695,85.63,94.17,271.1,139.94,49.83,46.7667,26.3,242.99,523.89,214.91,253.57,42.2,85.55,424.48,50.43,57.88,110.79,44.56,35.9367,135.54,24.69,59.26,346.11,80.74,253.12,118.2,487.87,143.49,38.38,195.13,112.29,32.9097,175.8,,143.63,63.07,62.24,22.6735,69.8875,165.51,277.28,162.36,242.337,102.49,107.86,601.06,93.83,70.12,366.83,306.19,19.42,46.6,40.88,61.16,225.303,16.8,69.84,143.62,51.8775,150.34,52.42,38.81,165.52,85,70.11,,29.37,92.32,249.59,15.045,296.76,159.62,118.18,86.03,236.715,21.33,279.26,1945.25,62.37,41.03,163.79,217.13,40.19,26.03,208.72,60.05,60.48,19.95,38.38,348.37,26.02,217.46,25.69,83.47,63.21,71.84,182.2772,154.29,111.38,46.05,415.98,100.2811,79.71,70.65,46.21,787.02,57.03,84.77,26.412,40.14,24.42,15.65,152.47,30.39,,109.15,27.815,65.26,63.39,32.66,30.02,82.221,207.71,9.855,16.27,80.94,9.57,135.99,286.29,46.94,25.81,41.51,152.46,28.45,168.38,16.99,9.83,50.62,149.2,408.04,119.4624,105.56,383.98,180.89,124.47,344.029,93.9,50.43,346.11,34.9686,18.54,35.76,30.34,242.337
8/27/2020,24.47,,125.01,226.58,170,12.6283,81.426,293.22,149.25,311.67,152.98,102.35,39.74,33.914,138.21,356,510.32,81.8316,84.91,94.3,276.32,138.4,48.23,45.5433,26.05,240.87,526.27,212.19,250.93,42.29,83.8,420.53,49.4,57.18,111.29,44.54,35.8893,133.73,24.59,59.43,345,80,252.81,116.02,480.55,141.49,38.15,194.44,110.84,32.2624,174.2,,143.37,62.03,60.9,22.5678,69.72,166.31,274.59,160.21,236.463,101.9,106.86,594.98,90.86,66.6,363.98,305.93,18.7,45.55,40.66,61.795,223.933,16.81,67.57,140.1,51.4638,147.62,52.2,37.65,159.48,83.41,69.25,,29.68,91.13,247.97,14.6,292.75,158.45,116.29,86.27,240.391,21.35,279.17,1893.5,62.51,40.78,163.42,220.69,40.09,25.593,207.67,59.72,60.49,19.76,38.15,346.36,25.77,217.15,25.3967,82.195,63.39,72.5,181.1693,153.7,111.52,46.16,416.32,99.5663,79.55,69.59,44.95,789.65,56.63,84.28,26.305,39.77,24.175,14.9,151.2,29.77,,109.41,27.57,65.55,64.71,32.13,29.69,81.717,210.15,9.7,16.02,80.68,9.64,134.42,288.63,46.42,24.96,41.49,153.44,28.15,165.99,16.61,9.57,51.31,148.7,407.45,119.0612,105.01,386.28,178.74,123.58,341.221,94.3,49.4,345,34.6561,18.4,35.29,30.45,236.463
8/26/2020,23.27,,126.523,221.15,172.093,12.773,82.207,303.91,143.5447,308.82,152.3,99.09,40.01,33.967,138.39,351.02,528.49,81.5646,84.78,94.35,272.32,138.47,48.16,43.5667,25.56,240.45,547.53,213.76,252.88,42.25,86.02,425.65,49.55,57.49,103.19,44.2,36.0695,132.18,24.04,59.46,342.34,79.98,250.18,116.04,487.7,142.45,37.56,194.32,111.53,32.2624,171.9,,141.83,63.76,60.77,22.6357,69.75,170.39,270.21,158.9,233.33,101.03,104.08,592.1,89.86,62.84,364.41,303.46,18.67,45.73,40.68,61.17,225.57,17,66.31,142.71,49.9789,147.21,51.72,36.38,159.7,82.41,67.98,,29.06,91.9,246.97,14.08,293.96,153.85,115.75,84.35,247.615,21.3,279.03,1866.97,62.28,39.35,160.97,220.29,39.27,25.546,209.15,59.4,59.38,19.64,37.56,344.27,25.6075,218.6,25.1367,81.488,62.7,74.07,184.5375,153.96,111.48,46.34,418.09,98.4773,79.55,70.27,43.26,782,54.92,84.01,26.5796,39.39,24.045,15.01,147.89,29.14,,108.69,27.15,65.6,64.25,32.78,29.48,82.619,207.22,9.8,15.81,79.45,9.41,131.63,291.93,46.3,25.91,40.46,153.89,28.07,165.31,16.57,9.67,50.98,149.15,403.73,118.6027,105,386.02,180,124.9,343.602,93.75,49.55,342.34,34.2489,17.91,35.16,30.26,233.33
8/25/2020,22.03,,124.825,216.47,167.325,12.75,80.292,280.82,134.8893,312.22,152.06,100.5,40.88,33.614,139.06,347.66,484.43,81.6981,86.13,94.06,216.05,137.3,47.91,43.5433,26,238.21,490.58,212.65,250.08,41.96,86.35,422.29,49.43,56.09,102.47,43.41,36.4107,129.79,24.61,59.42,336.42,79.62,248.22,115.95,457.93,141.66,38.85,194.9,111.51,32.8101,174.73,,141.15,64.05,60.95,22.5678,70.3275,165.92,276.47,159.04,233.167,101.98,102.59,591.15,91.25,64.07,358.5,304.47,19.26,45.44,40.94,62.755,223.43,15.89,68.65,142.53,52.5139,147.83,52.41,37.06,159.71,82.72,69.07,,29.52,91.09,246.41,14.65,289.42,155.52,115.91,84.6,249.38,21.46,276.56,1853.8,62.71,39.64,160.69,219.17,40.41,25.393,210.06,60.21,60.79,20.01,38.85,344.71,25.47,217.06,25.2767,81.183,63.47,75.48,183.988,154.75,111.23,45.59,419.36,99.5493,80.85,69.78,44.38,779.71,56.56,84.93,26.4762,41.06,23.945,14.46,145.37,29.66,,108.59,26.9,66.05,63.9,32.89,29.69,80.411,206,9.655,16.15,79.38,9.58,134.11,286.13,48.32,26.05,41.52,158.94,28.26,164.53,16.82,9.33,51.54,148.67,405.84,119.0516,104.44,383.93,179.7,122.88,341.065,95.31,49.43,336.42,34.2868,18.13,35.24,30.38,233.167
8/24/2020,22.37,,125.858,213.69,165.373,12.7203,79.258,271.39,134.28,308.84,152.15,100.06,42.22,33.4,138.51,343.64,476.3,81.4502,87.2,94.51,208.46,137.64,47.97,43.7767,25.69,237.75,488.81,212.62,248.91,42.18,83.08,419.76,49.14,56.01,101.39,43.8,36.8183,130.69,24.49,59.57,333.12,79.63,235.57,115.91,448.1,141.02,38.87,192.56,111.83,33.0092,178.27,,141.68,63.74,61.88,22.6659,70.6575,165.63,279.16,160.35,231.913,102,100.13,591.45,89.31,64.43,360,301.52,19.55,45.61,41.49,63.685,223.803,15.6,68.5,142.25,52.8639,149.26,52.86,36.91,160.37,78.68,68.94,,29.55,91.98,245.44,14.455,287.65,155.78,115.38,83.85,248.561,21.57,277.07,1834.44,62.41,38.94,161.01,223.13,40.24,24.835,211.12,60.84,60.28,20.22,38.87,344.13,25.2075,215.41,25.0367,81.34,63.87,76.17,182.2063,152.85,111.03,46.12,418.99,100.3747,81.47,69.65,44.33,772.47,55.91,85.88,26.8755,40.05,23.94,14.56,141.67,29.17,,108.76,26.98,66.08,64.13,33.37,30.31,79.41,207.34,9.85,16.29,79.94,9.55,134.38,286.75,47.83,26.14,41.35,162.18,28.85,159.37,17.42,9.62,52.64,148.84,406.08,120.045,105.81,380.62,180.59,122.89,339.044,94.04,49.14,333.12,35.2905,18.33,35.44,30.34,231.913
8/21/2020,22.54,,124.37,213.02,164.236,12.6835,78.779,267.01,136.6653,314.14,152.76,97.32,41.01,33.002,137.44,337.1,473.22,81.0306,85.08,94.86,207.53,136.46,47.28,43.8767,24.98,237.49,492.31,211.57,244.3,42.25,83.81,428.57,49.28,55.19,102.4,43.07,36.8563,127.44,23.64,58.99,322.23,78.06,237.64,113,449.42,140.33,38.16,191.57,109.75,31.416,167.5,,138.43,62.27,60.27,22.4093,70.6025,161.72,284.63,159.03,231.293,103.04,98.73,584.04,87.22,61.53,362.01,305.44,18.58,44.84,40.87,62.74,225.273,13.77,64.52,142.05,50.0319,147.9,52.37,34.69,159.18,77.07,67.55,,28.27,89.74,249.34,14.26,286.44,152.41,114.58,83.09,251.262,20.99,277.52,1779.37,62.19,38.43,163.17,226.33,38.37,25.065,209.03,60.39,62.47,19.79,38.16,344.61,25.1725,216.37,24.71,80.098,63.94,76.97,184.1918,154.56,109.94,43.59,419.7,98.5538,81,67.86,43.39,782.17,54.69,86.54,26.0412,39.21,24.27,14.36,141.8,27.57,,107.33,26,66.5,64.02,32.47,28.56,79.021,202.43,9.445,15.74,76.82,9.11,132.51,283.23,47.51,24.98,39.85,158.63,27.61,157.5,16.88,9.33,52.68,147.43,418.79,117.638,104.2,383.46,178.85,120.55,343.125,94.11,49.28,322.23,33.3115,17.48,34.71,30.21,231.293
8/20/2020,22.72,,118.275,214.58,164.868,12.141,78.813,269.01,133.4553,313.33,151.42,97.37,41.32,32.883,136.85,337.32,478.48,81.0783,84.81,95.2,209.51,136.72,47.35,43.5233,25.1,236.61,497.9,209.88,245.31,42.31,82.77,422.11,49.17,55.26,101.63,43.27,36.7046,128.12,23.75,58.96,320.06,78.22,238.73,110.66,453.34,138.57,38.77,189.92,108.01,31.2169,169.58,,137.48,63.79,60.99,22.3942,70.5275,158.58,281.75,159.55,231.017,102.69,100.28,583.36,87.46,61.53,361.22,299.81,18.77,45.04,41.07,63.11,222.517,13.67,64.87,140.63,50.0956,148.87,52.25,34.46,158.15,77.22,67.93,,29.13,91.05,247.68,14.74,286.07,153.7,113.44,82.89,252.441,21.17,279.98,1768.69,62.22,38.86,162.88,228.3,38.83,24.798,209,60.36,62.4,19.82,38.77,340.87,25.0975,214.71,24.6367,80.008,63.72,74.6,182.295,155.15,109.99,43.69,418.33,98.239,81.04,67.66,44.1,784.91,55.25,85.67,25.8915,40.63,24.1,14.7,141.24,27.19,,107.89,25.89,66.05,64.21,31.87,28.83,79.088,201.85,9.46,16.01,77.45,9.2,131.15,280.68,48.14,25.35,40.29,159.54,27.85,156.17,17.38,9.26,52.55,147.74,413.96,117.6284,103.75,383.33,176.28,120.69,344.612,95.53,49.17,320.06,33.785,17.8,34.63,30.1,231.017
8/19/2020,22.54,,115.708,209.7,163.024,12.1385,77.23,262.59,125.2353,315.4,150.39,98.55,41.96,32.921,135.77,332.4,462.01,81.0783,86.39,96.1,205.11,136.45,47.37,44.1367,25.5,234.63,484.53,209.51,247.24,41.87,81.09,420.62,48.33,56.2,100.48,43.32,36.2685,127.77,24.07,59.05,310.55,78.7,240.49,111.04,437.13,138.48,39.65,190.95,108.39,31.7645,169.27,,138.02,65.87,61.64,22.4395,70.585,158.28,283.4,160.34,230.47,101.74,100.82,589.75,90.26,61.09,358.11,298.22,19.72,45.4,41.58,64.11,221.697,13.55,63.88,142.05,48.6955,150.3,53.19,34.27,158.97,77.63,70.45,,29.86,92.25,245.23,15.34,286.95,152.15,114.25,82.89,255.434,21.67,288.88,1767.47,63.09,39.35,162.64,227.94,39.68,24.387,211.17,60.68,63.47,20.25,39.65,340.9,25.1275,215.1,24.6833,79.625,65.28,74.03,182.5343,151.98,110.72,44.64,414.23,99.5663,81.66,68.32,45.61,778.71,54.15,86.21,26.3977,43.3,24.01,14.94,142.61,27.5,,108.53,25.85,65.7,64.46,32.23,29.22,77.377,203.02,9.5,16.49,78.59,9.52,133.04,282.86,48.49,25.9,40.79,162.77,28.19,156.85,18.25,9.42,52.43,147.76,418,118.2875,103.53,381.5,175.79,121.98,343.398,96.27,48.33,310.55,34.2773,18.34,34.43,30,230.47
8/18/2020,21.51,,115.563,211.49,165.624,12.2608,77.789,262.34,125.806,316.81,150.09,98.32,42.43,32.864,136.51,331,463.51,80.6302,87.63,95.65,204.01,138.11,48.42,44.9033,25.53,234.23,491.87,210.32,246.88,41.98,81.66,417.3,48.65,55.18,100.96,43.54,36.3633,128.92,24.04,59.18,308.9,79.18,241.5,112.03,437.58,139.31,40.33,190.7,106.97,32.0633,170.23,,138.37,66.43,62.1,22.4848,70.7625,157.91,282.45,159.99,230.797,103.65,101.56,589.21,94.3,60.4,360.12,307.47,19.77,45.06,41.76,64.68,223.327,14.4,65.13,143.19,49.7668,151.77,53.05,34.16,159.92,78.99,69.67,,29.58,92.2,252.55,15.25,286.35,154.67,114.34,84.27,257.248,21.72,289.16,1778.91,63.03,39.33,166,228.17,39.52,24.739,209.91,60.92,63.14,20.24,40.33,340.75,25.25,217.15,24.8033,79.693,65.18,73.54,184.0855,156.46,111.05,44.71,411.45,99.1494,81.66,68.36,46.35,786.85,55.37,86.94,26.4334,44.49,24.035,14.41,143.81,27.2,,109.11,25.635,69.06,64.63,32.11,29.84,77.93,201.31,9.73,16.45,78.65,9.53,133.91,285,50.02,25.69,41.28,162.29,27.99,157.38,17.98,9.45,52.71,149.59,417.17,119.3191,104.38,386.65,176.56,122.62,346.041,97.56,48.65,308.9,34.3152,18.44,34.62,30,230.797
8/17/2020,21.35,,114.608,210.28,159.121,12.337,75.812,261.16,122.376,320.51,148.99,99.71,42.64,33.032,135.5,330.23,451.58,80.8209,90.77,96.35,196.74,137.92,48.21,45.2,25.9,232.62,482.35,208.67,248.43,42.09,82.42,416.8,48.93,53.99,100.71,43.53,36.3538,129.37,24.47,58.78,308.01,78.26,243.01,112.18,442.37,138.28,40.7,193.87,105.66,32.2126,172.01,,138.72,66.94,62.77,22.5301,70.7475,158.41,283.11,160.3,231.333,104.21,101.86,592.03,97.13,60.29,357.14,307.74,20.01,44.9,41.31,64.84,223.667,14.94,68.18,146.09,49.7243,153.14,53.59,33.81,159.77,78.95,69.21,,29.96,91.77,250.91,15.335,289.56,155.37,115.86,83.7,253.523,21.8,289.45,1752.92,63.62,39.35,166.06,226.78,40.76,24.324,210.46,61,64.12,20.65,40.7,339.96,25.29,218.45,24.9967,80.248,64.9,73.33,182.2152,156.52,111.89,44.46,409.39,99.5834,82.6,69.25,46.54,772.08,55.39,87.46,26.6259,45.08,24.12,14.1,144.27,28.4,,109,25.56,69.15,64.28,32.33,30.01,75.899,203.07,10,16.65,78.39,9.78,134.3,288.24,52.47,26.5,41.83,163.09,28.22,158.76,18.57,9.46,52.42,148.33,420.01,118.8606,104.05,384.39,174.86,123.29,344.156,97.48,48.93,308.01,34.6845,18.58,34.81,30.33,231.333
